type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3136583,Joyojeet  Pal,,,,The Technological Self in India: From Tech-savvy Farmers to a Selfie-tweeting Prime Minister,11:1--11:13,11,13,"Narendra Modi, Social Media, Technological self, Twitter",10.1145/3136560.3136583,,,,,,,2017,,Proceedings of the Ninth International Conference on Information and Communication Technologies and Development,ICTD '17,,978-1-4503-5277-2,"Lahore, Pakistan",ACM,"New York, NY, USA"
article,2145366,Helena M. Mentis and Si&#226;n E. Lindley and Stuart  Taylor and Paul  Dunphy and Tim  Regan and Richard  Harper,,,,Taking As an Act of Sharing,1091--1100,,10,"awareness, connection, ownership, self-expression, work",10.1145/2145204.2145366,,,,,,,2012,,Proceedings of the ACM 2012 Conference on Computer Supported Cooperative Work,CSCW '12,,978-1-4503-1086-4,"Seattle, Washington, USA",ACM,"New York, NY, USA"
article,1244110,Marcelo Keese Albertini and Rodrigo Fernandes de Mello,,,,A Self-organizing Neural Network for Detecting Novelties,462--466,,5,"novelty detection, self-organizing neural networks",10.1145/1244002.1244110,,,,,,,2007,,Proceedings of the 2007 ACM Symposium on Applied Computing,SAC '07,,1-59593-480-4,"Seoul, Korea",ACM,"New York, NY, USA"
article,2972719,Iyubanit  Rodriguez and Valeria  Herskovic and Carolina  Fuentes and Mauricio  Campos,,,,B-ePain: A Wearable Interface to Self-report Pain and Emotions,1120--1125,,6,"chronic pain, emotions, self-report, wearable",10.1145/2968219.2972719,,,,,,,2016,,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct,UbiComp '16,,978-1-4503-4462-3,"Heidelberg, Germany",ACM,"New York, NY, USA"
article,360000,Ronald  Rivest,,,,On Self-organizing Sequential Search Heuristics,63--67,,5,"heuristics, list-processing, searching, self-organizing",10.1145/359997.360000,Commun. ACM,Feb. 1976,19,2,,February,1976,0001-0782,,,,,,ACM,"New York, NY, USA"
article,2064740,Jan  Sedmidubsky and Vlastislav  Dohnal and Pavel  Zezula,,,,On Investigating Scalability and Robustness in a Self-organizing Retrieval System,33--38,,6,"robustness, scalability, self-organization, similarity search",10.1145/2064730.2064740,,,,,,,2011,,Proceedings of the 9th Workshop on Large-scale and Distributed Informational Retrieval,LSDS-IR '11,,978-1-4503-0959-2,"Glasgow, Scotland, UK",ACM,"New York, NY, USA"
article,3105740,Dastyni  Loksa,,,,Explicitly Teaching Metacognitive and Self-Regulation Skills in Computing,289--290,,2,"equity, metacognition, problem solving, programming, self-regulation",10.1145/3105726.3105740,,,,,,,2017,,Proceedings of the 2017 ACM Conference on International Computing Education Research,ICER '17,,978-1-4503-4968-0,"Tacoma, Washington, USA",ACM,"New York, NY, USA"
article,2000370,Emeka  Eyisi and Xenofon  Koutsoukos,,,,Passivity-based Self-triggered Control: A Case Study on the Trajectory Tracking Control of a Robotic Manipulator over Wireless Network,15--18,,4,"networked control system, passivity, self-triggered control",10.1145/2000367.2000370,SIGBED Rev.,Jun-11,8,2,,June,2011,1551-3688,,,,,,ACM,"New York, NY, USA"
article,3194149,Zolt&#225;n &#193;d&#225;m Mann and Andreas  Metzger,,,,The Special Case of Data Protection and Self-adaptation,190--191,,2,"data protection, privacy, security, self-adaptive systems",10.1145/3194133.3194149,,,,,,,2018,,Proceedings of the 13th International Conference on Software Engineering for Adaptive and Self-Managing Systems,SEAMS '18,,978-1-4503-5715-9,"Gothenburg, Sweden",ACM,"New York, NY, USA"
article,2897970,Abhilash Karnatakam Nagabhushana and Haibo  Wang,,,,A Novel Time and Voltage Based SAR ADC Design with Self-learning Technique,103:1--103:6,103,6,"SAR ADC, low-voltage, self-learning",10.1145/2897937.2897970,,,,,,,2016,,Proceedings of the 53rd Annual Design Automation Conference,DAC '16,,978-1-4503-4236-0,"Austin, Texas",ACM,"New York, NY, USA"
article,3229119,Jie  Mei and Xiang  Jiang and Aminul  Islam and Abidalrahman  Moh'd and Evangelos  Milios,,,,Integrating Global Attention for Pairwise Text Comparison,49:1--49:4,49,4,"Attention Mechanism, Neural Network, Self-Attention",10.1145/3209280.3229119,,,,,,,2018,,Proceedings of the ACM Symposium on Document Engineering 2018,DocEng '18,,978-1-4503-5769-2,"Halifax, NS, Canada",ACM,"New York, NY, USA"
article,2465479,Eric  Yuan and Sam  Malek and Bradley  Schmerl and David  Garlan and Jeff  Gennari,,,,Architecture-based Self-protecting Software Systems,33--42,,10,"self-protection, software architecture, software security",10.1145/2465478.2465479,,,,,,,2013,,Proceedings of the 9th International ACM Sigsoft Conference on Quality of Software Architectures,QoSA '13,,978-1-4503-2126-6,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA"
article,2851766,Jes&#250;s M. T. Portocarrero and Fl&#225;via C. Delicato and Paulo F. Pires and Taniro C. Rodrigues and Thais V. Batista,,,,SAMSON: Self-adaptive Middleware for Wireless Sensor Networks,1315--1322,,8,"middleware, self-adaptive systems, wireless sensor networks",10.1145/2851613.2851766,,,,,,,2016,,Proceedings of the 31st Annual ACM Symposium on Applied Computing,SAC '16,,978-1-4503-3739-7,"Pisa, Italy",ACM,"New York, NY, USA"
article,2002383,Pietu  Pohjalainen,,,,Self-configuring User Interface Components,33--37,,5,"self-configurating components, software engineering, user interface",10.1145/2002375.2002383,,,,,,,2010,,Proceedings of the 1st International Workshop on Semantic Models for Adaptive Interactive Systems,SEMAIS '10,,978-1-4503-0000-1,"Hong Kong, China",ACM,"New York, NY, USA"
article,1101483,Pierre-Charles  David and Thomas  Ledoux,,,,WildCAT: A Generic Framework for Context-aware Applications,1--7,,7,"context-awareness, framework, self-adaptive applications",10.1145/1101480.1101483,,,,,,,2005,,Proceedings of the 3rd International Workshop on Middleware for Pervasive and Ad-hoc Computing,MPAC '05,,1-59593-268-2,"Grenoble, France",ACM,"New York, NY, USA"
article,1773670,Antti  Oulasvirta and Esko  Lehtonen and Esko  Kurvinen and Mika  Raento,,,,Making the Ordinary Visible in Microblogs,237--249,,13,"Jaiku, Microblogging, Mobile services, Self-disclosure",10.1007/s00779-009-0259-y,Personal Ubiquitous Comput.,Apr-10,14,3,,April,2010,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,1538870,P&#229;l  Evensen and Hein  Meling,,,,Sensor Virtualization with Self-configuration and Flexible Interactions,31--38,,8,"flexible interaction, self-configuration, sensor abstraction",10.1145/1538864.1538870,,,,,,,2009,,Proceedings of the 3rd ACM International Workshop on Context-Awareness for Self-Managing Systems,Casemans '09,,978-1-60558-439-3,"Nara, Japan",ACM,"New York, NY, USA"
article,1998653,Torben  Weis and Arno  Wacker,,,,Self-stabilizing Embedded Systems,59--66,,8,"embedded systems, fault-tolerance, self-stabilization",10.1145/1998642.1998653,,,,,,,2011,,Proceedings of the 2011 Workshop on Organic Computing,OC '11,,978-1-4503-0736-9,"Karlsruhe, Germany",ACM,"New York, NY, USA"
article,1067053,Zakaria  Maamar and Djamal  Benslimane and Chirine  Ghedira and Qusay H. Mahmoud and Hamdi  Yahyaoui,,,,Tuple Spaces for Self-coordination of Web Services,1656--1660,,5,"control tuple, self-coordination, web service",10.1145/1066677.1067053,,,,,,,2005,,Proceedings of the 2005 ACM Symposium on Applied Computing,SAC '05,,1-58113-964-0,"Santa Fe, New Mexico",ACM,"New York, NY, USA"
article,2464683,Gabriel  Luque and Enrique  Alba,,,,Math Oracles: A New Way of Designing Efficient Self-adaptive Algorithms,217--218,,2,"mathematical oracles, methodology, self-adaptive techniques",10.1145/2464576.2464683,,,,,,,2013,,Proceedings of the 15th Annual Conference Companion on Genetic and Evolutionary Computation,GECCO '13 Companion,,978-1-4503-1964-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,3203870,Xinyue  Wang and Zhiwu  Xie,,,,Towards A Self-Learning Library For Vibration Data,391--392,,2,"footstep detection, self-learning library, vibration",10.1145/3197026.3203870,,,,,,,2018,,Proceedings of the 18th ACM/IEEE on Joint Conference on Digital Libraries,JCDL '18,,978-1-4503-5178-2,"Fort Worth, Texas, USA",ACM,"New York, NY, USA"
article,3156149,April  Tyack and Peta  Wyeth,,,,Exploring Relatedness in Single-player Video Game Play,422--427,,6,"relatedness, self-determination theory, video games",10.1145/3152771.3156149,,,,,,,2017,,Proceedings of the 29th Australian Conference on Computer-Human Interaction,OZCHI '17,,978-1-4503-5379-3,"Brisbane, Queensland, Australia",ACM,"New York, NY, USA"
article,2844610,Viggo  Kann and Anna-Karin  H&#246;gfeldt,,,,Effects of a Program Integrating Course for Students of Computer Science and Engineering,510--515,,6,"program coherence, reflection, self-regulated learning",10.1145/2839509.2844610,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA"
article,2401810,Carol  Zander and Jonas  Boustedt and Anna  Eckerdal and Robert  McCartney and Kate  Sanders and Jan Erik Mostr&#246;m and Lynda  Thomas,,,,Self-directed Learning: Stories from Industry,111--117,,7,"industry perspective, informal learning, self-directed learning",10.1145/2401796.2401810,,,,,,,2012,,Proceedings of the 12th Koli Calling International Conference on Computing Education Research,Koli Calling '12,,978-1-4503-1795-5,"Koli, Finland",ACM,"New York, NY, USA"
article,2464596,Jeff  Clune and Jean-Baptiste  Mouret and Hod  Lipson,,,,Summary of the Evolutionary Origins of Modularity,23--24,,2,"evolvability, meta-ga, mutation rates, self-adaptive",10.1145/2464576.2464596,,,,,,,2013,,Proceedings of the 15th Annual Conference Companion on Genetic and Evolutionary Computation,GECCO '13 Companion,,978-1-4503-1964-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,860786,Satoshi  Kurihara and Kensuke  Fukuda and Toshio  Hirotsu and Osamu  Akashi and Shinya  Sato and Toshiharu  Sugawara,,,,Simple but Efficient Collaboration in a Complex Competitive Situation,1042--1043,,2,"minority game, multi-agent, self-organization, stigmergy",10.1145/860575.860786,,,,,,,2003,,Proceedings of the Second International Joint Conference on Autonomous Agents and Multiagent Systems,AAMAS '03,,1-58113-683-8,"Melbourne, Australia",ACM,"New York, NY, USA"
article,1838210,Robin  Glinton and Paul  Scerri and Katia  Sycara,,,,Exploiting Scale Invariant Dynamics for Efficient Information Propagation in Large Teams,21--30,,10,"complex systems, emergent behavior, self-organization",,,,,,,,2010,,Proceedings of the 9th International Conference on Autonomous Agents and Multiagent Systems: Volume 1 - Volume 1,AAMAS '10,,978-0-9826571-1-9,"Toronto, Canada",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
article,972630,Nirupama  Bulusu and John  Heidemann and John  Heidemann and Deborah  Estrin and Tommy  Tran,,,,Self-configuring Localization Systems: Design and Experimental Evaluation,24--60,,37,"Location, localization, self-configuration, sensor networks",10.1145/972627.972630,ACM Trans. Embed. Comput. Syst.,Feb-04,3,1,,February,2004,1539-9087,,,,,,ACM,"New York, NY, USA"
article,2883883,Abelardo  Pardo and Feifei  Han and Robert A. Ellis,,,,"Exploring the Relation Between Self-regulation, Online Activities, and Academic Performance: A Case Study",422--429,,8,"SEM, higher education, learning analytics, self-regulation",10.1145/2883851.2883883,,,,,,,2016,,Proceedings of the Sixth International Conference on Learning Analytics & Knowledge,LAK '16,,978-1-4503-4190-5,"Edinburgh, United Kingdom",ACM,"New York, NY, USA"
article,2767423,Christoph  Lenzen and Joel  Rybicki and Jukka  Suomela,,,,Towards Optimal Synchronous Counting,441--450,,10,"byzantine fault-tolerance, self-stabilisation, synchronous counting",10.1145/2767386.2767423,,,,,,,2015,,Proceedings of the 2015 ACM Symposium on Principles of Distributed Computing,PODC '15,,978-1-4503-3617-8,"Donostia-San Sebasti&#225;n, Spain",ACM,"New York, NY, USA"
article,2724719,Didac Gil De La  Iglesia and Danny  Weyns,,,,MAPE-K Formal Templates to Rigorously Design Behaviors for Self-Adaptive Systems,15:1--15:31,15,31,"Formal templates, MAPE-K, self-adaptation",10.1145/2724719,ACM Trans. Auton. Adapt. Syst.,Oct-15,10,3,,September,2015,1556-4665,,,,,,ACM,"New York, NY, USA"
article,1882296,Ahmed  Elkhodary and Naeem  Esfahani and Sam  Malek,,,,FUSION: A Framework for Engineering Self-tuning Self-adaptive Software Systems,7--16,,10,"feature-orientation, learning, qos analysis, self-adaptation",10.1145/1882291.1882296,,,,,,,2010,,Proceedings of the Eighteenth ACM SIGSOFT International Symposium on Foundations of Software Engineering,FSE '10,,978-1-60558-791-2,"Santa Fe, New Mexico, USA",ACM,"New York, NY, USA"
article,1979770,Yevgeniy  Medynskiy and Svetlana  Yarosh and Elizabeth  Mynatt,,,,Five Strategies for Supporting Healthy Behavior Change,1333--1338,,6,"behavior change, design, health self-management",10.1145/1979742.1979770,,,,,,,2011,,CHI '11 Extended Abstracts on Human Factors in Computing Systems,CHI EA '11,,978-1-4503-0268-5,"Vancouver, BC, Canada",ACM,"New York, NY, USA"
article,3025510,Chia-Fang  Chung and Nanna  Gorm and Irina A. Shklovski and Sean  Munson,,,,Finding the Right Fit: Understanding Health Tracking in Workplace Wellness Programs,4875--4886,,12,"health and wellness program, self-tracking, workplace",10.1145/3025453.3025510,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,1364211,Luiz Angelo Steffenel and Manuele Kirsch Pinheiro and Yolande  Bebers,,,,Total Order Broadcast on Pervasive Systems,2202--2206,,5,"group membership, self-stabilization, total order broadcast",10.1145/1363686.1364211,,,,,,,2008,,Proceedings of the 2008 ACM Symposium on Applied Computing,SAC '08,,978-1-59593-753-7,"Fortaleza, Ceara, Brazil",ACM,"New York, NY, USA"
article,1167267,Song  Luo and Gerald A. Marin,,,,Simulating Application Level Self-similar Network Traffic Using Hybrid Heavy-tailed Distributions,54--58,,5,"internet traffic, self-similarity, traffic simulation",10.1145/1167253.1167267,,,,,,,2005,,Proceedings of the 43rd Annual Southeast Regional Conference - Volume 2,ACM-SE 43,,1-59593-059-0,"Kennesaw, Georgia",ACM,"New York, NY, USA"
article,1083224,Matthias  Tichy and Holger  Giese and Daniela  Schilling and Wladimir  Pauls,,,,Computing Optimal Self-repair Actions: Damage Minimization Versus Repair Time,7--6,,0,"dependability, deployment, distributed systems, self-healing",10.1145/1082983.1083224,SIGSOFT Softw. Eng. Notes,Jul-05,30,4,,May,2005,0163-5948,,,,,,ACM,"New York, NY, USA"
article,1083224,Matthias  Tichy and Holger  Giese and Daniela  Schilling and Wladimir  Pauls,,,,Computing Optimal Self-repair Actions: Damage Minimization Versus Repair Time,7--6,,0,"dependability, deployment, distributed systems, self-healing",10.1145/1082983.1083224,,,,,,,2005,,Proceedings of the 2005 Workshop on Architecting Dependable Systems,WADS '05,,1-59593-124-4,"St. Louis, Missouri",ACM,"New York, NY, USA"
article,1083084,Dennis  Smith and Edwin  Morris and David  Carney,,,,Interoperability Issues Affecting Autonomic Computing,1--3,,3,"autonomic computing, interoperability, self-managed systems",10.1145/1083063.1083084,,,,,,,2005,,Proceedings of the 2005 Workshop on Design and Evolution of Autonomic Application Software,DEAS '05,,1-59593-039-6,"St. Louis, Missouri",ACM,"New York, NY, USA"
article,1083084,Dennis  Smith and Edwin  Morris and David  Carney,,,,Interoperability Issues Affecting Autonomic Computing,1--3,,3,"autonomic computing, interoperability, self-managed systems",10.1145/1082983.1083084,SIGSOFT Softw. Eng. Notes,Jul-05,30,4,,May,2005,0163-5948,,,,,,ACM,"New York, NY, USA"
article,1376871,George  Edwards and Chiyoung  Seo and Daniel  Popescu and Sam  Malek and Nenad  Medvidovic,,,,Self-* Software Architectures and Component Middleware in Pervasive Environments,25--30,,6,"middleware, self-adapting systems, software architecture",10.1145/1376866.1376871,,,,,,,2007,,Proceedings of the 5th International Workshop on Middleware for Pervasive and Ad-hoc Computing: Held at the ACM/IFIP/USENIX 8th International Middleware Conference,MPAC '07,,978-1-59593-930-2,"Newport Beach, California",ACM,"New York, NY, USA"
article,545142,Markus J. Kaiser and Kwok Ching Tsui and Jiming  Liu,,,,Self-organized Autonomous Web Proxies,1397--1404,,8,"data clustering, load balancing, proxy, self-organization",10.1145/545056.545142,,,,,,,2002,,Proceedings of the First International Joint Conference on Autonomous Agents and Multiagent Systems: Part 3,AAMAS '02,,1-58113-480-0,"Bologna, Italy",ACM,"New York, NY, USA"
article,3089318,Yubing  Jian and Shruti  Lall and Raghupathy  Sivakumar,,,,Poster: Twirl:: On the Benefits of Adapting Orientation of a WiFi Access-Point,174--174,,1,"antenna orientation, base orientation, self-positioning AP",10.1145/3081333.3089318,,,,,,,2017,,"Proceedings of the 15th Annual International Conference on Mobile Systems, Applications, and Services",MobiSys '17,,978-1-4503-4928-4,"Niagara Falls, New York, USA",ACM,"New York, NY, USA"
article,2967082,Yu-Hsuan  Su and Yao-Wen  Chang,,,,VCR: Simultaneous Via-template and Cut-template-aware Routing for Directed Self-assembly Technology,49:1--49:8,49,8,"directed self-assembly, manufacturability, physical design, routing",10.1145/2966986.2967082,,,,,,,2016,,Proceedings of the 35th International Conference on Computer-Aided Design,ICCAD '16,,978-1-4503-4466-1,"Austin, Texas",ACM,"New York, NY, USA"
article,2330795,Brian W. Goldman and Daniel R. Tauritz,,,,Supportive Coevolution,59--66,,8,"coevolution, parameter control, self-adaptation, supportive coevolution",10.1145/2330784.2330795,,,,,,,2012,,Proceedings of the 14th Annual Conference Companion on Genetic and Evolutionary Computation,GECCO '12,,978-1-4503-1178-6,"Philadelphia, Pennsylvania, USA",ACM,"New York, NY, USA"
article,2001748,Gerard David Howard and Ella  Gale and Larry  Bull and Benjamin  de Lacy Costello and Andrew  Adamatzky,,,,Evolving Spiking Networks with Variable Memristors,1275--1282,,8,"STDP, constructivism, memristors, neuro-evolution, self-adaptation",10.1145/2001576.2001748,,,,,,,2011,,Proceedings of the 13th Annual Conference on Genetic and Evolutionary Computation,GECCO '11,,978-1-4503-0557-0,"Dublin, Ireland",ACM,"New York, NY, USA"
article,2512852,Ali  Diab and Andreas  Mitschele-Thiel,,,,Development of Distributed and Self-organized Physical Cell Identity Assignment Schemes for LTE-advanced Systems,83--90,,8,"lte-advanced, pci assignment, self-organization, son",10.1145/2512840.2512852,,,,,,,2013,,Proceedings of the 8th ACM Workshop on Performance Monitoring and Measurement of Heterogeneous Wireless and Wired Networks,PM2HW2N '13,,978-1-4503-2371-0,"Barcelona, Spain",ACM,"New York, NY, USA"
article,2185352,Arjun  Vasudevan and Asha S. Benny and Br. Anand Shenoy and Niranjan S. Nair and K. M. Shabana and Minerva  Dutta,,,,KARSHIK: Agricultural Information Monitoring and Reference Based on Wireless Networks,537--539,,3,"Karshik, self-sufficiency etc, topology, yield",10.1145/2185216.2185352,,,,,,,2011,,Proceedings of the 1st International Conference on Wireless Technologies for Humanitarian Relief,ACWR '11,,978-1-4503-1011-6,"Amritapuri, Kollam, Kerala, India",ACM,"New York, NY, USA"
article,2185378,Supasate  Choochaisri and Kittipat  Apicharttrisorn and Kittiporn  Korprasertthaworn and Pongpakdi  Taechalertpaisarn and Chalermek  Intanagonwiwat,,,,Desynchronization with an Artificial Force Field for Wireless Networks,7--15,,9,"desynchronization, self-organizing, sensor networks, wireless networks",10.1145/2185376.2185378,SIGCOMM Comput. Commun. Rev.,Apr-12,42,2,,March,2012,0146-4833,,,,,,ACM,"New York, NY, USA"
article,1643911,Manna  Wu and Bo  Zhou and Wei  Shi,,,,A Self-adaptive Test Framework for Concurrent Programs,72:456--72:457,72,2,"concurrent bugs, concurrent test point, self-adaptive",10.1145/1643823.1643911,,,,,,,2009,,Proceedings of the International Conference on Management of Emergent Digital EcoSystems,MEDES '09,,978-1-60558-829-2,France,ACM,"New York, NY, USA"
article,2857605,Takumi  Nohara and Ryuya  Uda,,,,Personal Identification by Flick Input Using Self-Organizing Maps with Acceleration Sensor and Gyroscope,58:1--58:6,58,6,"Flick Input, Personal Identification, Self-Organizing Map",10.1145/2857546.2857605,,,,,,,2016,,Proceedings of the 10th International Conference on Ubiquitous Information Management and Communication,IMCOM '16,,978-1-4503-4142-4,"Danang, Viet Nam",ACM,"New York, NY, USA"
article,1400997,In Yeop Jang and Ji-Ho  Cho and Myoung Kook Seo and Wook Je Park and Kwan H. Lee,,,,Depth Image Based 3D Human Modeling Resolving Self-occlusion,105:1--105:1,105,1,"3D broadcasting, depth image, self-occlusion",10.1145/1400885.1400997,,,,,,,2008,,ACM SIGGRAPH 2008 Posters,SIGGRAPH '08,,978-1-60558-466-9,"Los Angeles, California",ACM,"New York, NY, USA"
article,2838818,Kellie  Vella and Daniel  Johnson and Leanne  Hides,,,,Indicators of Wellbeing in Recreational Video Game Players,613--617,,5,"Self-determination theory, flow, video game, wellbeing",10.1145/2838739.2838818,,,,,,,2015,,Proceedings of the Annual Meeting of the Australian Special Interest Group for Computer Human Interaction,OzCHI '15,,978-1-4503-3673-4,"Parkville, VIC, Australia",ACM,"New York, NY, USA"
article,1389007,Dustin J. Nowak and Gary B. Lamont,,,,Autonomous Agent Behavior Generation Using Multiobjective Evolutionary Optimization,1961--1968,,8,"agents, autonomous, self-organization, swarm intelligence",10.1145/1388969.1389007,,,,,,,2008,,Proceedings of the 10th Annual Conference Companion on Genetic and Evolutionary Computation,GECCO '08,,978-1-60558-131-6,"Atlanta, GA, USA",ACM,"New York, NY, USA"
article,2809505,Mirko  Viroli,,,,Programming Very-large Scale Systems of Wearables,887--888,,2,"aggregate computing, computational fields, self-organisation",10.1145/2800835.2809505,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
article,2532805,Sandeep  Chauhan and Arun  Sharma and P. S. Grover,,,,Developing Self Managing Software Systems Using Agile Modeling,1--3,,3,"agile modelling, autonomic computing, self properties",10.1145/2532780.2532805,SIGSOFT Softw. Eng. Notes,Nov-13,38,6,,November,2013,0163-5948,,,,,,ACM,"New York, NY, USA"
article,766085,Osamu  Morikawa and Ryoichi  Hashimoro and Juli  Yamashita,,,,Self Reflection Can Substitute Eye Contact,944--945,,2,"HyperMirror, RPAR, eye contact, gaze, self reflection",10.1145/765891.766085,,,,,,,2003,,CHI '03 Extended Abstracts on Human Factors in Computing Systems,CHI EA '03,,1-58113-637-4,"Ft. Lauderdale, Florida, USA",ACM,"New York, NY, USA"
article,2480465,Marcio E. F. Maia and Andre  Fonteles and Benedito  Neto and Romulo  Gadelha and Windson  Viana and Rossana M. C. Andrade,,,,LOCCAM - Loosely Coupled Context Acquisition Middleware,534--541,,8,"Android, OSGi, context-awareness, self-adaptation",10.1145/2480362.2480465,,,,,,,2013,,Proceedings of the 28th Annual ACM Symposium on Applied Computing,SAC '13,,978-1-4503-1656-9,"Coimbra, Portugal",ACM,"New York, NY, USA"
article,1859011,Deshan  Cooray and Sam  Malek and Roshanak  Roshandel and David  Kilgore,,,,RESISTing Reliability Degradation Through Proactive Reconfiguration,83--92,,10,"mobility, reliability, self-adaptation, software architecture",10.1145/1858996.1859011,,,,,,,2010,,Proceedings of the IEEE/ACM International Conference on Automated Software Engineering,ASE '10,,978-1-4503-0116-9,"Antwerp, Belgium",ACM,"New York, NY, USA"
article,3107182,Aaron D. Jaggard and Neil  Lutz and Michael  Schapira and Rebecca N. Wright,,,,Dynamics at the Boundary of Game Theory and Distributed Computing,15:1--15:20,15,20,"Adaptive heuristics, game dynamics, self stabilization",10.1145/3107182,ACM Trans. Econ. Comput.,Aug-17,5,3,,August,2017,2167-8375,,,,,,ACM,"New York, NY, USA"
article,2068965,Saeed  Moghaddam and Ahmed  Helmy,,,,Multidimensional Modeling and Analysis of Wireless Users Online Activity and Mobility: A Neural-networks Map Approach,401--408,,8,"data-driven, self-organizing map, trend, wireless",10.1145/2068897.2068965,,,,,,,2011,,"Proceedings of the 14th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",MSWiM '11,,978-1-4503-0898-4,"Miami, Florida, USA",ACM,"New York, NY, USA"
article,2465582,Pierluigi  Crescenzi and Emma  Enstr&#246;m and Viggo  Kann,,,,From Theory to Practice: NP-completeness for Every CS Student,16--21,,6,"algorithm visualization, assessment, np-completeness, self-efficacy",10.1145/2462476.2465582,,,,,,,2013,,Proceedings of the 18th ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '13,,978-1-4503-2078-8,"Canterbury, England, UK",ACM,"New York, NY, USA"
article,280768,Timothy W. Bickmore and Linda K. Cook and Elizabeth F. Churchill and Joseph W. Sullivan,,,,Animated Autonomous Personal Representatives,8--15,,8,"autonomous agent, avatar, self-presentation, synthetic character",10.1145/280765.280768,,,,,,,1998,,Proceedings of the Second International Conference on Autonomous Agents,AGENTS '98,,0-89791-983-1,"Minneapolis, Minnesota, USA",ACM,"New York, NY, USA"
article,564438,Fuchun  Peng and Xiangji  Huang and Dale  Schuurmans and Nick  Cercone and Nick  Cercone and Stephen E. Robertson,,,,Using Self-supervised Word Segmentation in Chinese Information Retrieval,349--350,,2,"Chinese IR, self-supervised word segmentation",10.1145/564376.564438,,,,,,,2002,,Proceedings of the 25th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,SIGIR '02,,1-58113-561-0,"Tampere, Finland",ACM,"New York, NY, USA"
article,3191695,Ryan  Wagner and David  Garlan and Matt  Fredrikson,,,,"Quantitative Underpinnings of Secure, Graceful Degradation: Poster",25:1--25:1,25,1,"advanced persistent threat, security, self-adaptive systems",10.1145/3190619.3191695,,,,,,,2018,,Proceedings of the 5th Annual Symposium and Bootcamp on Hot Topics in the Science of Security,HoTSoS '18,,978-1-4503-6455-3,"Raleigh, North Carolina",ACM,"New York, NY, USA"
article,1083071,Marin  Litoiu and Murray  Woodside and Tao  Zheng,,,,Hierarchical Model-based Autonomic Control of Software Systems,1--7,,7,"autonomic computing, performance models, self-management",10.1145/1083063.1083071,,,,,,,2005,,Proceedings of the 2005 Workshop on Design and Evolution of Autonomic Application Software,DEAS '05,,1-59593-039-6,"St. Louis, Missouri",ACM,"New York, NY, USA"
article,1083071,Marin  Litoiu and Murray  Woodside and Tao  Zheng,,,,Hierarchical Model-based Autonomic Control of Software Systems,1--7,,7,"autonomic computing, performance models, self-management",10.1145/1082983.1083071,SIGSOFT Softw. Eng. Notes,Jul-05,30,4,,May,2005,0163-5948,,,,,,ACM,"New York, NY, USA"
article,1958884,Dai  Tang and Tina  Chou and Naomi  Drucker and Adi  Robertson and William C. Smith and Jeffery T. Hancock,,,,A Tale of Two Languages: Strategic Self-disclosure via Language Selection on Facebook,387--390,,4,"culture, intimacy, language, self-disclosure, status updates",10.1145/1958824.1958884,,,,,,,2011,,Proceedings of the ACM 2011 Conference on Computer Supported Cooperative Work,CSCW '11,,978-1-4503-0556-3,"Hangzhou, China",ACM,"New York, NY, USA"
article,1244024,Edin  Arnautovic and Hermann  Kaindl and J&#252;rgen  Falb and Roman  Popp and Alexander  Sz&#233;p,,,,Gradual Transition Towards Autonomic Software Systems Based on High-level Communication Specification,84--89,,6,"autonomic computing, interaction modeling, self-managing systems",10.1145/1244002.1244024,,,,,,,2007,,Proceedings of the 2007 ACM Symposium on Applied Computing,SAC '07,,1-59593-480-4,"Seoul, Korea",ACM,"New York, NY, USA"
